AIS;Data;Hora;Dia da Semana;Gênero;Idade da Vítima;Escolaridade da Vítima;Raça da Vítima
AIS 05;05/mar/23;8:00;Domingo;Feminino;11;Ensino Fundamental Incompleto;Branca
AIS 20;05/mar/23;20:00;Domingo;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 24;05/mar/23;10:00;Domingo;Feminino;15;Não Informada;Não Informada
AIS 19;05/mar/23;18:00;Domingo;Feminino;1;Não Informada;Parda
AIS 16;05/mar/23;8:00;Domingo;Feminino;24;Alfabetizado;Não Informada
AIS 07;06/mar/23;4:00;Segunda;Masculino;15;Alfabetizado;Parda
AIS 16;06/mar/23;17:00;Segunda;Feminino;4;Não Alfabetizado;Não Informada
AIS 19;06/mar/23;4:00;Segunda;Feminino;9;Ensino Fundamental Incompleto;Parda
AIS 02;06/mar/23;4:00;Segunda;Feminino;25;Ensino Médio Completo;Parda
AIS 17;06/mar/23;2:00;Segunda;Feminino;54;Alfabetizado;Branca
AIS Não Identificada (Fortaleza);07/mar/23;10:00;Terça;Masculino;15;Alfabetizado;Parda
AIS 21;07/mar/23;10:00;Terça;Feminino;5;Não Alfabetizado;Branca
AIS 20;07/mar/23;8:00;Terça;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 14;07/mar/23;10:00;Terça;Feminino;17;Ensino Médio Incompleto;Não Informada
AIS 14;07/mar/23;19:50;Terça;Feminino;17;Ensino Fundamental Completo;Não Informada
AIS 19;08/mar/23;16:00;Quarta;Masculino;9;Alfabetizado;Não Informada
AIS 06;08/mar/23;16:00;Quarta;Masculino;5;Não Alfabetizado;Não Informada
AIS 11;08/mar/23;16:00;Quarta;Masculino;Não Informada;Não Alfabetizado;Não Informada
AIS 19;08/mar/23;8:00;Quarta;Feminino;Não Informada;Ensino Fundamental Completo;Não Informada
AIS 06;08/mar/23;16:00;Quarta;Feminino;12;Alfabetizado;Não Informada
AIS 14;08/mar/23;15:00;Quarta;Feminino;22;Ensino Médio Completo;Não Informada
AIS 16;09/mar/23;3:00;Quinta;Feminino;4;Alfabetizado;Não Informada
AIS 19;09/mar/23;9:00;Quinta;Feminino;Não Informada;Não Informada;Não Informada
AIS 19;09/mar/23;13:30;Quinta;Feminino;Não Informada;Não Informada;Não Informada
AIS 23;09/mar/23;12:00;Quinta;Feminino;17;Alfabetizado;Não Informada
AIS 11;09/mar/23;17:00;Quinta;Feminino;17;Ensino Fundamental Incompleto;Não Informada
AIS 19;09/mar/23;9:00;Quinta;Feminino;10;Alfabetizado;Não Informada
AIS 14;09/mar/23;20:00;Quinta;Feminino;71;Não Alfabetizado;Parda
AIS 19;10/mar/23;11:00;Sexta;Masculino;8;Ensino Fundamental Incompleto;Parda
AIS 19;10/mar/23;11:00;Sexta;Masculino;9;Ensino Fundamental Incompleto;Parda
AIS 18;10/mar/23;21:00;Sexta;Feminino;13;Ensino Médio Incompleto;Não Informada
AIS Não Identificada (Fortaleza);10/mar/23;10:00;Sexta;Feminino;14;Não Informada;Não Informada
AIS 19;10/mar/23;16:00;Sexta;Feminino;14;Não Alfabetizado;Não Informada
AIS 09;10/mar/23;8:00;Sexta;Feminino;15;Não Informada;Não Informada
AIS 15;10/mar/23;10:00;Sexta;Feminino;10;Não Informada;Parda
AIS 16;10/mar/23;10:00;Sexta;Feminino;Não Informada;Alfabetizado;Não Informada
AIS 22;11/mar/23;23:45;Sábado;Feminino;3;Não Informada;Não Informada
AIS 21;11/mar/23;15:30;Sábado;Feminino;17;Alfabetizado;Não Informada
AIS 09;11/mar/23;17:00;Sábado;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 17;11/mar/23;13:00;Sábado;Feminino;5;Alfabetizado;Amarela
AIS 14;11/mar/23;19:00;Sábado;Feminino;Não Informada;Alfabetizado;Não Informada
AIS 19;11/mar/23;21:00;Sábado;Feminino;24;Alfabetizado;Não Informada
AIS 03;12/mar/23;23:00;Domingo;Masculino;3;Não Informada;Não Informada
AIS 03;12/mar/23;23:00;Domingo;Feminino;11;Não Informada;Não Informada
AIS 12;12/mar/23;18:00;Domingo;Feminino;16;Ensino Médio Incompleto;Não Informada
AIS 13;12/mar/23;7:00;Domingo;Feminino;11;Ensino Fundamental Incompleto;Não Informada
AIS 15;12/mar/23;21:50;Domingo;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 03;12/mar/23;23:00;Domingo;Feminino;10;Não Informada;Não Informada
AIS 13;12/mar/23;7:00;Domingo;Feminino;10;Não Alfabetizado;Não Informada
AIS 08;12/mar/23;2:00;Domingo;Feminino;23;Ensino Fundamental Incompleto;Não Informada
AIS 19;12/mar/23;19:30;Domingo;Feminino;86;Não Alfabetizado;Não Informada
AIS 19;13/mar/23;8:30;Segunda;Feminino;48;Alfabetizado;Não Informada
AIS 14;13/mar/23;8:00;Segunda;Feminino;13;Alfabetizado;Não Informada
AIS 15;13/mar/23;5:50;Segunda;Masculino;38;Ensino Médio Completo;Não Informada
AIS 15;13/mar/23;5:50;Segunda;Feminino;29;Ensino Fundamental Completo;Parda
AIS 20;13/mar/23;9:00;Segunda;Feminino;7;Não Alfabetizado;Parda
AIS 14;14/mar/23;15:00;Terça;Masculino;7;Não Informada;Não Informada
AIS 14;14/mar/23;14:30;Terça;Feminino;10;Alfabetizado;Parda
AIS 21;14/mar/23;15:00;Terça;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 06;14/mar/23;11:00;Terça;Feminino;6;Não Informada;Não Informada
AIS 14;14/mar/23;15:00;Terça;Feminino;22;Alfabetizado;Não Informada
AIS 02;14/mar/23;11:38;Terça;Feminino;55;Ensino Médio Completo;Parda
AIS 19;15/mar/23;9:00;Quarta;Feminino;13;Ensino Fundamental Incompleto;Parda
AIS 06;15/mar/23;17:10;Quarta;Feminino;6;Não Informada;Não Informada
AIS 17;15/mar/23;17:30;Quarta;Feminino;Não Informada;Não Informada;Não Informada
AIS 11;15/mar/23;10:00;Quarta;Feminino;12;Ensino Fundamental Incompleto;Parda
AIS 19;15/mar/23;9:00;Quarta;Feminino;12;Ensino Fundamental Incompleto;Parda
AIS 12;15/mar/23;20:00;Quarta;Feminino;Não Informada;Ensino Fundamental Incompleto;Não Informada
AIS 19;16/mar/23;10:00;Quinta;Masculino;9;Alfabetizado;Não Informada
AIS 17;16/mar/23;10:05;Quinta;Feminino;12;Alfabetizado;Não Informada
AIS Não Identificada (Fortaleza);16/mar/23;6:00;Quinta;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 19;16/mar/23;10:30;Quinta;Feminino;13;Alfabetizado;Não Informada
AIS 24;16/mar/23;11:30;Quinta;Feminino;17;Ensino Médio Incompleto;Parda
AIS 14;16/mar/23;10:00;Quinta;Feminino;Não Informada;Alfabetizado;Não Informada
AIS 01;16/mar/23;23:45;Quinta;Feminino;19;Ensino Médio Completo;Não Informada
AIS 24;17/mar/23;15:00;Sexta;Masculino;15;Alfabetizado;Não Informada
AIS 24;17/mar/23;15:00;Sexta;Masculino;17;Alfabetizado;Não Informada
AIS 24;17/mar/23;15:00;Sexta;Masculino;11;Alfabetizado;Não Informada
AIS 08;17/mar/23;18:30;Sexta;Feminino;4;Não Alfabetizado;Não Informada
AIS 18;17/mar/23;17:00;Sexta;Feminino;11;Não Informada;Não Informada
AIS 19;18/mar/23;14:30;Sábado;Masculino;13;Alfabetizado;Não Informada
AIS 19;18/mar/23;14:30;Sábado;Feminino;16;Alfabetizado;Não Informada
AIS Não Identificada (Fortaleza);18/mar/23;12:00;Sábado;Feminino;20;Não Informada;Não Informada
AIS 11;19/mar/23;0:00;Domingo;Feminino;15;Não Informada;Não Informada
AIS 19;19/mar/23;10:00;Domingo;Feminino;34;Ensino Médio Completo;Branca
AIS 20;19/mar/23;19:00;Domingo;Feminino;4;Não Alfabetizado;Não Informada
AIS 12;19/mar/23;20:00;Domingo;Feminino;Não Informada;Não Alfabetizado;Não Informada
AIS 20;19/mar/23;19:00;Domingo;Feminino;8;Não Informada;Não Informada
AIS 19;20/mar/23;7:40;Segunda;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 15;20/mar/23;16:40;Segunda;Feminino;11;Ensino Fundamental Incompleto;Não Informada
AIS 11;20/mar/23;8:00;Segunda;Feminino;5;Não Alfabetizado;Não Informada
AIS 12;20/mar/23;18:10;Segunda;Feminino;13;Ensino Fundamental Incompleto;Parda
AIS 18;20/mar/23;10:00;Segunda;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 23;20/mar/23;10:00;Segunda;Feminino;8;Ensino Fundamental Incompleto;Não Informada
AIS 09;20/mar/23;21:00;Segunda;Feminino;36;Alfabetizado;Parda
AIS 14;20/mar/23;8:20;Segunda;Feminino;26;Não Informada;Não Informada
AIS 22;21/mar/23;10:00;Terça;Feminino;14;Ensino Fundamental Incompleto;Não Informada
AIS 06;21/mar/23;9:00;Terça;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 17;21/mar/23;10:00;Terça;Feminino;11;Alfabetizado;Não Informada
AIS 07;22/mar/23;14:30;Quarta;Masculino;Não Informada;Não Alfabetizado;Não Informada
AIS Não Identificada (Fortaleza);22/mar/23;10:00;Quarta;Feminino;4;Não Alfabetizado;Não Informada
AIS 15;22/mar/23;12:00;Quarta;Feminino;13;Alfabetizado;Não Informada
AIS 14;22/mar/23;11:30;Quarta;Feminino;Não Informada;Não Alfabetizado;Não Informada
AIS 19;23/mar/23;9:30;Quinta;Feminino;13;Alfabetizado;Não Informada
AIS 05;23/mar/23;20:00;Quinta;Feminino;6;Ensino Fundamental Incompleto;Branca
AIS 21;23/mar/23;12:20;Quinta;Não Informado;Não Informada;Não Informada;Não Informada
AIS 04;24/mar/23;14:21;Sexta;Feminino;10;Ensino Fundamental Incompleto;Não Informada
AIS 16;24/mar/23;14:30;Sexta;Feminino;10;Alfabetizado;Não Informada
AIS 14;25/mar/23;23:00;Sábado;Feminino;13;Alfabetizado;Não Informada
AIS 13;25/mar/23;22:00;Sábado;Feminino;10;Alfabetizado;Não Informada
AIS 14;25/mar/23;20:30;Sábado;Masculino;19;Ensino Médio Completo;Não Informada
AIS 11;25/mar/23;21:00;Sábado;Feminino;20;Ensino Médio Completo;Não Informada
AIS 18;25/mar/23;0:30;Sábado;Feminino;43;Ensino Médio Completo;Branca
AIS 17;26/mar/23;13:00;Domingo;Feminino;1;Não Alfabetizado;Não Informada
AIS 19;26/mar/23;8:00;Domingo;Feminino;11;Alfabetizado;Não Informada
AIS 07;26/mar/23;22:00;Domingo;Feminino;15;Ensino Médio Incompleto;Parda
AIS 15;26/mar/23;2:00;Domingo;Feminino;14;Ensino Fundamental Incompleto;Branca
AIS 14;26/mar/23;14:40;Domingo;Feminino;14;Alfabetizado;Não Informada
AIS 12;26/mar/23;5:00;Domingo;Feminino;27;Ensino Médio Incompleto;Não Informada
AIS 18;26/mar/23;1:00;Domingo;Feminino;30;Ensino Médio Completo;Não Informada
AIS 22;27/mar/23;17:00;Segunda;Masculino;Não Informada;Não Informada;Não Informada
AIS 22;27/mar/23;17:00;Segunda;Feminino;0;Não Alfabetizado;Não Informada
AIS 22;27/mar/23;8:00;Segunda;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 16;27/mar/23;23:00;Segunda;Feminino;13;Alfabetizado;Não Informada
AIS 08;27/mar/23;8:00;Segunda;Feminino;23;Superior Incompleto;Parda
AIS 19;28/mar/23;8:43;Terça;Masculino;1;Não Alfabetizado;Parda
AIS 21;29/mar/23;19:36;Quarta;Masculino;2;Não Alfabetizado;Não Informada
AIS 11;30/mar/23;21:00;Quinta;Masculino;4;Não Informada;Não Informada
AIS 16;30/mar/23;21:32;Quinta;Feminino;3;Não Alfabetizado;Não Informada
AIS Não Identificada (Fortaleza);30/mar/23;23:00;Quinta;Feminino;17;Ensino Médio Completo;Não Informada
AIS 16;30/mar/23;16:00;Quinta;Feminino;13;Alfabetizado;Não Informada
AIS 19;30/mar/23;15:15;Quinta;Feminino;10;Alfabetizado;Parda
AIS 15;30/mar/23;15:00;Quinta;Feminino;14;Alfabetizado;Não Informada
AIS 21;31/mar/23;19:00;Sexta;Masculino;6;Alfabetizado;Não Informada
AIS 11;31/mar/23;2:00;Sexta;Feminino;12;Ensino Fundamental Incompleto;Parda
AIS 11;31/mar/23;12:00;Sexta;Feminino;13;Ensino Fundamental Incompleto;Parda
AIS 23;31/mar/23;16:00;Sexta;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 12;31/mar/23;9:10;Sexta;Feminino;11;Ensino Fundamental Incompleto;Parda
AIS 25;31/mar/23;17:00;Sexta;Feminino;7;Ensino Fundamental Incompleto;Não Informada
AIS 16;31/mar/23;1:00;Sexta;Feminino;34;Alfabetizado;Não Informada
AIS 09;31/mar/23;21:00;Sexta;Feminino;Não Informada;Ensino Fundamental Incompleto;Parda
AIS 11;01/abr/23;15:00;Sábado;Feminino;14;Alfabetizado;Não Informada
AIS 07;01/abr/23;0:00;Sábado;Feminino;12;Não Informada;Não Informada
AIS 17;01/abr/23;10:00;Sábado;Feminino;4;Não Alfabetizado;Parda
AIS 14;01/abr/23;16:35;Sábado;Feminino;2;Não Alfabetizado;Não Informada
AIS 02;01/abr/23;12:00;Sábado;Feminino;0;Não Informada;Parda
AIS 17;01/abr/23;10:00;Sábado;Feminino;Não Informada;Alfabetizado;Não Informada
AIS Não Identificada (Fortaleza);02/abr/23;17:00;Domingo;Masculino;7;Não Alfabetizado;Não Informada
AIS 14;02/abr/23;8:00;Domingo;Masculino;4;Não Alfabetizado;Branca
AIS 02;02/abr/23;5:00;Domingo;Masculino;26;Ensino Médio Incompleto;Não Informada
AIS 18;02/abr/23;16:10;Domingo;Feminino;13;Ensino Fundamental Incompleto;Parda
AIS 18;02/abr/23;16:10;Domingo;Feminino;11;Ensino Fundamental Incompleto;Parda
AIS 09;02/abr/23;14:00;Domingo;Feminino;30;Ensino Médio Completo;Branca
AIS 14;02/abr/23;22:00;Domingo;Feminino;53;Não Alfabetizado;Branca
AIS 14;02/abr/23;22:00;Domingo;Feminino;29;Alfabetizado;Branca
AIS 11;03/abr/23;15:30;Segunda;Masculino;15;Ensino Médio Incompleto;Parda
AIS 19;03/abr/23;16:00;Segunda;Feminino;14;Não Informada;Não Informada
AIS 20;03/abr/23;15:30;Segunda;Feminino;Não Informada;Alfabetizado;Parda
AIS 12;04/abr/23;12:00;Terça;Feminino;Não Informada;Não Informada;Não Informada
AIS 12;04/abr/23;16:50;Terça;Feminino;14;Ensino Fundamental Incompleto;Não Informada
AIS 19;04/abr/23;8:00;Terça;Feminino;8;Ensino Fundamental Incompleto;Parda
AIS 17;04/abr/23;8:00;Terça;Feminino;11;Ensino Fundamental Incompleto;Não Informada
AIS 15;04/abr/23;13:00;Terça;Feminino;13;Ensino Fundamental Incompleto;Branca
AIS 19;05/abr/23;14:40;Quarta;Masculino;Não Informada;Alfabetizado;Não Informada
AIS 15;05/abr/23;10:00;Quarta;Feminino;7;Ensino Fundamental Incompleto;Não Informada
AIS 06;05/abr/23;20:35;Quarta;Feminino;17;Alfabetizado;Parda
AIS 06;05/abr/23;20:35;Quarta;Feminino;12;Alfabetizado;Parda
AIS 17;05/abr/23;22:46;Quarta;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 17;05/abr/23;8:00;Quarta;Feminino;17;Ensino Médio Incompleto;Parda
AIS 20;05/abr/23;23:45;Quarta;Feminino;13;Ensino Fundamental Completo;Não Informada
AIS 11;06/abr/23;18:00;Quinta;Feminino;12;Ensino Fundamental Incompleto;Parda
AIS 25;06/abr/23;15:20;Quinta;Feminino;8;Alfabetizado;Preta
AIS 15;06/abr/23;17:00;Quinta;Feminino;11;Alfabetizado;Não Informada
AIS 18;06/abr/23;17:45;Quinta;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 12;06/abr/23;16:00;Quinta;Feminino;12;Ensino Fundamental Incompleto;Branca
AIS 21;06/abr/23;15:00;Quinta;Feminino;18;Ensino Médio Incompleto;Parda
AIS 25;07/abr/23;21:48;Sexta;Feminino;12;Alfabetizado;Não Informada
AIS 17;07/abr/23;13:30;Sexta;Feminino;4;Não Informada;Parda
AIS 23;08/abr/23;10:30;Sábado;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS Não Identificada (Fortaleza);08/abr/23;2:00;Sábado;Feminino;20;Alfabetizado;Não Informada
AIS 24;08/abr/23;14:00;Sábado;Feminino;6;Não Informada;Não Informada
AIS 02;08/abr/23;10:00;Sábado;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 18;08/abr/23;22:00;Sábado;Feminino;Não Informada;Não Alfabetizado;Branca
AIS 23;08/abr/23;16:00;Sábado;Feminino;56;Alfabetizado;Não Informada
AIS 17;08/abr/23;10:00;Sábado;Feminino;Não Informada;Alfabetizado;Não Informada
AIS 18;09/abr/23;22:00;Domingo;Feminino;13;Não Informada;Não Informada
AIS 16;09/abr/23;10:00;Domingo;Feminino;14;Alfabetizado;Não Informada
AIS 18;09/abr/23;10:15;Domingo;Feminino;Não Informada;Não Informada;Branca
AIS 16;09/abr/23;10:00;Domingo;Feminino;1;Não Informada;Não Informada
AIS 16;09/abr/23;10:00;Domingo;Feminino;20;Alfabetizado;Não Informada
AIS 20;10/abr/23;20:00;Segunda;Masculino;Não Informada;Ensino Fundamental Completo;Não Informada
AIS 19;10/abr/23;18:30;Segunda;Masculino;8;Alfabetizado;Não Informada
AIS 23;10/abr/23;18:30;Segunda;Feminino;22;Alfabetizado;Não Informada
AIS 21;10/abr/23;18:00;Segunda;Feminino;8;Ensino Fundamental Incompleto;Não Informada
AIS 20;10/abr/23;16:30;Segunda;Feminino;14;Ensino Fundamental Incompleto;Não Informada
AIS 15;10/abr/23;10:00;Segunda;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 17;10/abr/23;6:20;Segunda;Feminino;25;Ensino Médio Completo;Não Informada
AIS 15;10/abr/23;10:00;Segunda;Feminino;9;Ensino Fundamental Incompleto;Não Informada
AIS 19;10/abr/23;18:30;Segunda;Feminino;9;Alfabetizado;Não Informada
AIS 18;10/abr/23;15:00;Segunda;Feminino;78;Alfabetizado;Parda
AIS 17;10/abr/23;9:00;Segunda;Feminino;16;Ensino Fundamental Incompleto;Não Informada
AIS 05;11/abr/23;0:00;Terça;Masculino;7;Não Alfabetizado;Parda
AIS 15;11/abr/23;16:30;Terça;Feminino;12;Ensino Fundamental Incompleto;Não Informada
AIS 22;11/abr/23;23:00;Terça;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 21;11/abr/23;20:00;Terça;Feminino;13;Alfabetizado;Parda
AIS 21;11/abr/23;17:40;Terça;Feminino;4;Não Alfabetizado;Não Informada
AIS 06;11/abr/23;9:00;Terça;Feminino;12;Alfabetizado;Não Informada
AIS 19;12/abr/23;14:30;Quarta;Feminino;17;Ensino Médio Incompleto;Não Informada
AIS 02;12/abr/23;17:00;Quarta;Feminino;17;Ensino Médio Incompleto;Não Informada
AIS 04;13/abr/23;13:00;Quinta;Masculino;13;Ensino Fundamental Incompleto;Não Informada
AIS 17;13/abr/23;13:30;Quinta;Masculino;12;Alfabetizado;Não Informada
AIS 22;13/abr/23;11:00;Quinta;Feminino;24;Não Alfabetizado;Não Informada
AIS 17;13/abr/23;20:00;Quinta;Feminino;11;Ensino Fundamental Incompleto;Não Informada
AIS Não Identificada (Fortaleza);13/abr/23;19:00;Quinta;Feminino;3;Não Alfabetizado;Não Informada
AIS 09;13/abr/23;9:00;Quinta;Feminino;9;Ensino Fundamental Incompleto;Não Informada
AIS 17;13/abr/23;0:00;Quinta;Feminino;5;Não Alfabetizado;Parda
AIS 13;13/abr/23;9:30;Quinta;Feminino;27;Ensino Médio Completo;Não Informada
AIS 23;14/abr/23;9:15;Sexta;Feminino;4;Não Alfabetizado;Não Informada
AIS 22;14/abr/23;18:00;Sexta;Feminino;12;Alfabetizado;Não Informada
AIS 14;15/abr/23;10:00;Sábado;Feminino;12;Alfabetizado;Não Informada
AIS 10;15/abr/23;19:30;Sábado;Feminino;4;Não Alfabetizado;Não Informada
AIS 13;15/abr/23;20:40;Sábado;Feminino;8;Ensino Fundamental Incompleto;Não Informada
AIS 05;16/abr/23;19:00;Domingo;Masculino;2;Não Alfabetizado;Não Informada
AIS Não Identificada (Fortaleza);16/abr/23;13:00;Domingo;Masculino;2;Não Alfabetizado;Não Informada
AIS Não Identificada (Fortaleza);16/abr/23;13:00;Domingo;Feminino;4;Não Alfabetizado;Não Informada
AIS 24;16/abr/23;17:00;Domingo;Feminino;6;Alfabetizado;Parda
AIS Não Identificada (Fortaleza);16/abr/23;18:00;Domingo;Feminino;10;Alfabetizado;Não Informada
AIS 12;16/abr/23;21:00;Domingo;Feminino;1;Não Informada;Não Informada
AIS 14;16/abr/23;19:30;Domingo;Feminino;23;Alfabetizado;Parda
AIS 14;16/abr/23;19:30;Domingo;Feminino;28;Alfabetizado;Parda
AIS 18;17/abr/23;8:30;Segunda;Masculino;13;Não Alfabetizado;Branca
AIS 06;17/abr/23;6:17;Segunda;Masculino;2;Não Alfabetizado;Não Informada
AIS 23;17/abr/23;0:30;Segunda;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 19;17/abr/23;8:00;Segunda;Feminino;15;Alfabetizado;Preta
AIS 17;17/abr/23;12:49;Segunda;Feminino;2;Não Alfabetizado;Branca
AIS 24;17/abr/23;10:00;Segunda;Feminino;13;Alfabetizado;Não Informada
AIS 16;17/abr/23;12:30;Segunda;Feminino;9;Alfabetizado;Não Informada
AIS 19;17/abr/23;21:45;Segunda;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 14;17/abr/23;2:00;Segunda;Feminino;17;Ensino Médio Incompleto;Não Informada
AIS 13;17/abr/23;11:30;Segunda;Feminino;25;Não Informada;Não Informada
AIS 25;18/abr/23;17:30;Terça;Masculino;8;Não Alfabetizado;Parda
AIS 19;18/abr/23;14:30;Terça;Feminino;11;Alfabetizado;Não Informada
AIS 15;18/abr/23;9:00;Terça;Feminino;Não Informada;Ensino Fundamental Incompleto;Não Informada
AIS 20;18/abr/23;19:30;Terça;Feminino;18;Ensino Médio Completo;Não Informada
AIS 05;18/abr/23;22:00;Terça;Feminino;55;Não Alfabetizado;Não Informada
AIS 19;19/abr/23;20:00;Quarta;Masculino;4;Não Informada;Parda
AIS 14;19/abr/23;20:00;Quarta;Feminino;10;Alfabetizado;Parda
AIS 10;19/abr/23;10:00;Quarta;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 17;19/abr/23;9:00;Quarta;Feminino;2;Não Alfabetizado;Parda
AIS 14;19/abr/23;19:30;Quarta;Não Informado;Não Informada;Não Informada;Não Informada
AIS Não Identificada (Fortaleza);20/abr/23;16:00;Quinta;Feminino;3;Não Alfabetizado;Não Informada
AIS 09;20/abr/23;14:00;Quinta;Feminino;11;Ensino Fundamental Incompleto;Não Informada
AIS 15;21/abr/23;18:30;Sexta;Feminino;13;Ensino Médio Incompleto;Não Informada
AIS 19;21/abr/23;5:00;Sexta;Feminino;10;Alfabetizado;Não Informada
AIS 06;21/abr/23;10:00;Sexta;Feminino;13;Alfabetizado;Não Informada
AIS Não Identificada (Fortaleza);21/abr/23;14:00;Sexta;Feminino;28;Ensino Fundamental Completo;Não Informada
AIS 21;22/abr/23;11:30;Sábado;Feminino;6;Não Alfabetizado;Preta
AIS 15;22/abr/23;19:00;Sábado;Feminino;16;Ensino Médio Incompleto;Não Informada
AIS 14;22/abr/23;0:00;Sábado;Feminino;15;Alfabetizado;Não Informada
AIS 14;22/abr/23;23:00;Sábado;Feminino;12;Alfabetizado;Não Informada
AIS 07;22/abr/23;7:00;Sábado;Feminino;27;Superior Completo;Não Informada
AIS 19;22/abr/23;10:00;Sábado;Feminino;8;Alfabetizado;Não Informada
AIS 12;23/abr/23;17:00;Domingo;Masculino;16;Ensino Fundamental Incompleto;Não Informada
AIS 21;23/abr/23;0:30;Domingo;Feminino;12;Ensino Fundamental Incompleto;Parda
AIS 20;23/abr/23;2:00;Domingo;Feminino;20;Ensino Fundamental Completo;Não Informada
AIS 22;23/abr/23;18:00;Domingo;Feminino;23;Ensino Médio Incompleto;Não Informada
AIS 21;23/abr/23;19:00;Domingo;Não Informado;Não Informada;Não Informada;Não Informada
AIS 11;24/abr/23;16:00;Segunda;Feminino;12;Ensino Fundamental Incompleto;Parda
AIS 14;24/abr/23;10:00;Segunda;Feminino;Não Informada;Ensino Fundamental Incompleto;Parda
AIS 05;25/abr/23;8:00;Terça;Masculino;11;Ensino Fundamental Incompleto;Não Informada
AIS 14;25/abr/23;19:00;Terça;Feminino;15;Alfabetizado;Não Informada
AIS 20;25/abr/23;9:00;Terça;Feminino;Não Informada;Não Informada;Não Informada
AIS 01;25/abr/23;20:00;Terça;Feminino;9;Não Informada;Parda
AIS 19;25/abr/23;11:40;Terça;Feminino;9;Alfabetizado;Não Informada
AIS 11;25/abr/23;13:30;Terça;Feminino;13;Ensino Fundamental Incompleto;Parda
AIS 14;25/abr/23;15:00;Terça;Feminino;Não Informada;Não Informada;Não Informada
AIS 14;25/abr/23;15:00;Terça;Feminino;9;Ensino Fundamental Incompleto;Não Informada
AIS 14;25/abr/23;15:00;Terça;Feminino;15;Ensino Fundamental Completo;Não Informada
AIS 18;25/abr/23;20:00;Terça;Feminino;11;Ensino Fundamental Incompleto;Parda
AIS 08;25/abr/23;10:50;Terça;Feminino;Não Informada;Não Informada;Não Informada
AIS 22;26/abr/23;16:25;Quarta;Feminino;13;Ensino Fundamental Incompleto;Não Informada
AIS 17;26/abr/23;8:00;Quarta;Feminino;14;Ensino Fundamental Incompleto;Não Informada
AIS 17;26/abr/23;15:00;Quarta;Feminino;2;Não Alfabetizado;Não Informada
AIS 13;26/abr/23;14:15;Quarta;Feminino;12;Alfabetizado;Não Informada
AIS 08;26/abr/23;10:00;Quarta;Feminino;15;Ensino Médio Incompleto;Não Informada
AIS 13;26/abr/23;14:15;Quarta;Feminino;Não Informada;Alfabetizado;Não Informada
AIS 24;27/abr/23;18:23;Quinta;Masculino;2;Não Alfabetizado;Não Informada
AIS 19;27/abr/23;9:00;Quinta;Masculino;5;Não Alfabetizado;Não Informada
AIS 16;27/abr/23;11:00;Quinta;Feminino;7;Não Alfabetizado;Não Informada
AIS 22;28/abr/23;9:30;Sexta;Feminino;3;Não Alfabetizado;Não Informada
AIS 10;28/abr/23;8:00;Sexta;Feminino;3;Não Informada;Parda
AIS 10;28/abr/23;8:00;Sexta;Feminino;8;Não Informada;Não Informada
AIS 12;28/abr/23;21:30;Sexta;Feminino;Não Informada;Não Informada;Não Informada
AIS 16;28/abr/23;10:20;Sexta;Feminino;39;Alfabetizado;Não Informada
AIS 20;29/abr/23;18:30;Sábado;Feminino;20;Ensino Fundamental Incompleto;Parda
AIS 19;29/abr/23;0:33;Sábado;Feminino;25;Ensino Médio Incompleto;Não Informada
AIS 17;29/abr/23;5:00;Sábado;Feminino;37;Ensino Médio Completo;Não Informada
AIS 05;29/abr/23;7:30;Sábado;Feminino;53;Ensino Fundamental Incompleto;Não Informada
AIS 24;30/abr/23;9:00;Domingo;Masculino;8;Ensino Fundamental Incompleto;Não Informada
AIS 19;30/abr/23;13:00;Domingo;Feminino;13;Ensino Fundamental Incompleto;Preta
AIS 14;30/abr/23;22:20;Domingo;Feminino;63;Alfabetizado;Branca
AIS 19;01/mai/23;22:00;Segunda;Feminino;11;Alfabetizado;Não Informada
AIS 19;01/mai/23;22:00;Segunda;Feminino;12;Não Alfabetizado;Não Informada
AIS 17;01/mai/23;21:00;Segunda;Feminino;10;Não Alfabetizado;Não Informada
AIS Não Identificada (Fortaleza);01/mai/23;16:00;Segunda;Feminino;3;Não Alfabetizado;Não Informada
